"CID","CanonicalSMILES","IUPACName","Title","MolecularFormula","MolecularWeight","XLogP","HBondDonorCount","HBondAcceptorCount"
109,"C(C(C(=O)O)N)S(=O)O","2-amino-3-sulfinopropanoic acid","Cysteine sulfinic acid","C3H7NO4S",153.16,-4.2,3,6
110,"C(C(=O)C(=O)O)S(=O)O","2-oxo-3-sulfinopropanoic acid","3-Sulfinylpyruvic acid","C3H4O5S",152.13,-1.0,2,6
111,"C(CNC(=O)N)C(=O)O","3-(carbamoylamino)propanoic acid","3-Ureidopropionic acid","C4H8N2O3",132.12,-1.5,3,3
112,"C(C(C(=O)C(=O)[O-])O)OP(=O)(O)O","3-hydroxy-2-oxo-4-phosphonooxybutanoate","3-Hydroxy-2-oxo-4-phosphonooxybutanoate","C4H6O8P-",213.06,-2.1,3,8
113,"C(C(C(=O)C(=O)O)O)OP(=O)(O)O","3-hydroxy-2-oxo-4-phosphonooxybutanoic acid","3-Hydroxy-2-oxo-4-phosphonooxybutanoic acid","C4H7O8P",214.07,-2.7,4,8
114,"C1=CC(=CN=C1)CCCC(=O)O","4-pyridin-3-ylbutanoic acid","3-Pyridinebutanoic acid","C9H11NO2",165.19,0.600,1,3
115,"C1C(C(C(C(O1)OP(=O)(O)O)O)O)N","(5-amino-3,4-dihydroxyoxan-2-yl) dihydrogen phosphate","","C5H12NO7P",229.13,-6.2,5,8
116,"C=C(C(=O)O)OC1C=C(C=CC1N)C(=O)O","4-amino-3-(1-carboxyethenoxy)cyclohexa-1,5-diene-1-carboxylic acid","4-Amino-3-(1-carboxyethenoxy)cyclohexa-1,5-diene-1-carboxylic acid","C10H11NO5",225.20,-2.3,3,6
117,"C1=NC(=C(N1)C(=O)O)N","4-amino-1H-imidazole-5-carboxylic acid","5-amino-1H-imidazole-4-carboxylic acid","C4H5N3O2",127.10,0.1,3,4
118,"C(CC=O)CN","4-aminobutanal","4-Aminobutanal","C4H9NO",87.12,-0.9,1,2
119,"C(CC(=O)O)CN","4-aminobutanoic acid","gamma-Aminobutyric acid","C4H9NO2",103.12,-3.200,2,3
120,"C1=CC(=O)OC1=CC(=O)O","2-(5-oxofuran-2-ylidene)acetic acid","4-Carboxymethylenebut-2-en-4-olide","C6H4O4",140.09,0.000,1,4
121,"CC(CO)(C(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O)O)O","[[5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] (2,3,4-trihydroxy-3-methylbutyl) hydrogen phosphate","[[5-(4-Amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] (2,3,4-trihydroxy-3-methylbutyl) hydrogen phosphate","C14H25N3O14P2",521.31,-5.700,8,14
122,"C(C(=O)CC(=O)O)C(=O)C=CC(=O)O","4,6-dioxooct-2-enedioic acid","4,6-Dioxooct-2-enedioic acid","C8H8O6",200.14,-0.7,2,6
123,"C(CC(=O)N)CN=C(N)N","4-(diaminomethylideneamino)butanamide","Tiformin","C5H12N4O",144.18,-2.1,3,2
124,"CC(CC(=O)C(=O)O)O","4-hydroxy-2-oxopentanoic acid","4-Hydroxy-2-oxopentanoic acid","C5H8O4",132.11,-0.6,2,4
125,"C1=CC(=CC=C1CO)O","4-(hydroxymethyl)phenol","4-Hydroxybenzyl alcohol","C7H8O2",124.14,0.200,2,2
126,"C1=CC(=CC=C1C=O)O","4-hydroxybenzaldehyde","4-Hydroxybenzaldehyde","C7H6O2",122.12,1.400,1,2
127,"C1=CC(=CC=C1CC(=O)O)O","2-(4-hydroxyphenyl)acetic acid","4-Hydroxyphenylacetic acid","C8H8O3",152.15,0.800,2,3
128,"C1=NC(C(=O)N1)CCC(=O)O","3-(5-oxo-1,4-dihydroimidazol-4-yl)propanoic acid","3-(4-oxo-4,5-dihydro-1H-imidazol-5-yl)propanoic acid","C6H8N2O3",156.14,-0.9,2,4
129,"CC(C)CCC=O","4-methylpentanal","4-Methylpentanal","C6H12O",100.16,1.3,0,1
130,"C(C(=O)C(=O)O)C(CC(=O)O)(C(=O)O)O","2-hydroxy-4-oxobutane-1,2,4-tricarboxylic acid","2-Hydroxy-4-oxobutane-1,2,4-tricarboxylic acid","C7H8O8",220.13,-1.800,4,8
131,"CC(C)(COP(=O)(O)O)C(C(=O)NCCC(=O)O)O","3-[(2-hydroxy-3,3-dimethyl-4-phosphonooxybutanoyl)amino]propanoic acid","3-[[(2R)-2-hydroxy-3,3-dimethyl-4-phosphonooxybutanoyl]amino]propanoicacid","C9H18NO8P",299.21,-2.2,5,8
132,"CC(C)(COP(=O)(O)O)C(C(=O)NCCC(=O)NC(CS)C(=O)O)O","2-[3-[(2-hydroxy-3,3-dimethyl-4-phosphonooxybutanoyl)amino]propanoylamino]-3-sulfanylpropanoic acid","2-[3-[(2-Hydroxy-3,3-dimethyl-4-phosphonooxybutanoyl)amino]propanoylamino]-3-sulfanylpropanoic acid","C12H23N2O9PS",402.36,-2.5,7,10
133,"C[N+](C)(C)CCCC=O","trimethyl(4-oxobutyl)azanium","4-Trimethylammoniobutanal","C7H16NO+",130.21,0.1,0,1
134,"C[N+](C)(C)CCCC(=O)O","3-carboxypropyl(trimethyl)azanium","4-Trimethylammoniobutanoate","C7H16NO2+",146.21,0.1,1,2
135,"C1=CC(=CC=C1C(=O)O)O","4-hydroxybenzoic acid","4-Hydroxybenzoic acid","C7H6O3",138.12,1.600,2,3
136,"C1C2CN(C=[N+]2C3=C(N1)NC(=NC3=O)N)C4=CC=C(C=C4)C(=O)NC(CCC(=O)O)C(=O)O","2-[[4-(3-amino-1-oxo-5,6,6a,7-tetrahydro-4H-imidazo[1,5-f]pteridin-10-ium-8-yl)benzoyl]amino]pentanedioic acid","","C20H22N7O6+",456.4,-1.7,6,7
137,"C(CC(=O)O)C(=O)CN","5-amino-4-oxopentanoic acid","Aminolevulinic acid","C5H9NO3",131.13,-3.8,2,4
138,"C(CCN)CC(=O)O","5-aminopentanoic acid","5-Aminovaleric acid","C5H11NO2",117.15,-2.600,2,3
139,"CC(C)CCCC(C)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C","10,13-dimethyl-17-(6-methylheptan-2-yl)-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthrene-3,7,12-triol","10,13-dimethyl-17-(6-methylheptan-2-yl)-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthrene-3,7,12-triol","C27H48O3",420.7,6.7,3,3
140,"CC(CCCC(C)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C)CO","17-(7-hydroxy-6-methylheptan-2-yl)-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthrene-3,7,12-triol","27-Deoxy-5alpha-cyprinol","C27H48O4",436.7,5.3,4,4
141,"C1C(=O)C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)O)O","(3,4-dihydroxy-5-oxooxan-2-yl) [[5-(2,4-dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] hydrogen phosphate","(3,4-Dihydroxy-5-oxooxan-2-yl) [[5-(2,4-dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] hydrogen phosphate","C14H20N2O16P2",534.26,-6.1,7,16
142,"CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O","2-(6-aminopurin-9-yl)-5-methyloxolane-3,4-diol","9H-Purin-6-amine, 9-(5-deoxy-alpha-D-xylofuranosyl)-","C10H13N5O3",251.24,-0.600,3,7
143,"C1C(N(C2=C(N1)NC(=NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O","2-[[4-[(2-amino-5-formyl-4-oxo-1,6,7,8-tetrahydropteridin-6-yl)methylamino]benzoyl]amino]pentanedioic acid","","C20H23N7O7",473.4,-1.2,7,9
144,"C1=CC2=C(C=C1O)C(=CN2)CC(C(=O)O)N","2-amino-3-(5-hydroxy-1H-indol-3-yl)propanoic acid","5-Hydroxytryptophan","C11H12N2O3",220.22,-1.200,4,4
145,"C(C(C(C(=O)O)O)O)C(=O)C(=O)O","2,3-dihydroxy-5-oxohexanedioic acid","2,3-Dihydroxy-5-oxohexanedioic acid","C6H8O7",192.12,-2.1,4,7
146,"CN1C(CNC2=C1C(=O)N=C(N2)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O","2-[[4-[(2-amino-5-methyl-4-oxo-1,6,7,8-tetrahydropteridin-6-yl)methylamino]benzoyl]amino]pentanedioic acid","","C20H25N7O6",459.5,-0.5,7,9
147,"CNCC1=CN(C(=NC1=O)[SeH])C2C(C(C(O2)CO)O)O","1-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-(methylaminomethyl)-2-selanylpyrimidin-4-one","","C11H17N3O5Se",350.24,"",4,6
148,"CNCC1=CN(C(=NC1=O)S)C2C(C(C(O2)CO)O)O","1-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-(methylaminomethyl)-2-sulfanylpyrimidin-4-one","","C11H17N3O5S",303.34,-1.300,5,7
149,"CSCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O","2-(6-aminopurin-9-yl)-5-(methylsulfanylmethyl)oxolane-3,4-diol","beta-D-Ribofuranose, 1-(6-amino-9H-purin-9-yl)-1-deoxy-5-S-methyl-5-thio-","C11H15N5O3S",297.34,-0.300,3,8
150,"C(C1C(C(C(O1)N)O)O)OP(=O)(O)O","(5-amino-3,4-dihydroxyoxolan-2-yl)methyl dihydrogen phosphate","5-phospho-b-D-Ribosylaminium(1-)","C5H12NO7P",229.13,-6.2,5,8
151,"C(C1C(C(C(O1)NC(=O)CNC=O)O)O)OP(=O)(O)O","[5-[(2-formamidoacetyl)amino]-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate","[5-[(2-Formamidoacetyl)amino]-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate","C8H15N2O9P",314.19,-4.3,6,9
152,"C(C1C(C(C(O1)NC(=O)CN)O)O)OP(=O)(O)O","[5-[(2-aminoacetyl)amino]-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate","N-(Aminoacetyl)-5-O-phosphonopentofuranosylamine","C7H15N2O8P",286.18,-6.8,6,9
153,"C1=C(N(C=N1)C2C(C(C(O2)COP(=O)(O)O)O)O)N","[5-(5-aminoimidazol-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate","[5-(5-Aminoimidazol-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate","C8H14N3O7P",295.19,-3.6,5,9
154,"C(C1C(C(C(O1)N=C(CNC=O)N)O)O)OP(=O)(O)O","[5-[(1-amino-2-formamidoethylidene)amino]-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate","[5-[(1-Amino-2-formamidoethylidene)amino]-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate","C8H16N3O8P",313.20,-4.6,6,9
155,"C1=NC(=C(N1)C(=O)O)NC(=O)N","4-(carbamoylamino)-1H-imidazole-5-carboxylic acid","5-Ureidoimidazole-4-carboxylic acid","C5H6N4O3",170.13,-0.6,4,4
156,"C1CNC2=NC=NC=C2N1","5,6,7,8-tetrahydropteridine","5,6,7,8-Tetrahydropteridine","C6H8N4",136.15,0.3,2,4
157,"C(C(=O)C(C(C(C(=O)O)O)O)O)O","2,3,4,6-tetrahydroxy-5-oxohexanoic acid","2,3,4,6-Tetrahydroxy-5-oxohexanoic acid","C6H10O7",194.14,-3.0,5,7
158,"CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O","7-[3-hydroxy-2-(3-hydroxyoct-1-enyl)-5-oxocyclopentyl]hept-5-enoic acid","8-iso PROSTAGLANDIN E2","C20H32O5",352.5,2.800,3,5
159,"CCCCCC(C=CC1C(CC2C1CC(=CCCCC(=O)O)O2)O)O","5-[5-hydroxy-4-(3-hydroxyoct-1-enyl)-3,3a,4,5,6,6a-hexahydrocyclopenta[b]furan-2-ylidene]pentanoic acid","5-[5-Hydroxy-4-(3-hydroxyoct-1-enyl)-3,3a,4,5,6,6a-hexahydrocyclopenta[b]furan-2-ylidene]pentanoic acid","C20H32O5",352.5,2.9,3,5
160,"CCCCCC(C=CC1C(CC(C1CC=CCCCC(=O)O)O)O)O","7-[3,5-dihydroxy-2-(3-hydroxyoct-1-enyl)cyclopentyl]hept-5-enoic acid","Prostaglandin F2a;PGF2alpha","C20H34O5",354.5,2.700,4,5
161,"C1C(=NC2C(N1)N=C(NC2=O)N)C(C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O","[[3-(2-amino-4-oxo-4a,7,8,8a-tetrahydro-3H-pteridin-6-yl)-2,3-dihydroxypropoxy]-hydroxyphosphoryl] phosphono hydrogen phosphate","[[3-(2-amino-4-oxo-4a,7,8,8a-tetrahydro-3H-pteridin-6-yl)-2,3-dihydroxypropoxy]-hydroxyphosphoryl] phosphono hydrogen phosphate","C9H18N5O13P3",497.19,-9.6,9,16
162,"CC1(C(N2C(S1)C(C2=O)N)C(=O)O)C","6-amino-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid","6-Amino-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid","C8H12N2O3S",216.26,-2.100,2,5
163,"CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CCCCCC(=O)O)O","7-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-7-oxoheptanoic acid","7-[2-[3-[[4-[[[5-(6-Aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-7-oxoheptanoic acid","C28H46N7O19P3S",909.7,-5.0,10,24
164,"C(CC(=O)C=[N+]=[N-])C(C(=O)O)N","2-amino-6-diazo-5-oxohexanoic acid","6-Diazo-5-oxo-norleucine","C6H9N3O3",171.15,-3.500,2,5
165,"C(CC(=C[N+]#N)O)C(C(=O)O)N","5-amino-2,6-dihydroxy-6-oxohex-1-ene-1-diazonium","5-Amino-2,6-dihydroxy-6-oxohex-1-ene-1-diazonium","C6H10N3O3+",172.16,-2.2,3,5
166,"CC(=O)C(=O)C1CNC2C(N1)C(=O)NC(=N2)N","1-(2-amino-4-oxo-4a,5,6,7,8,8a-hexahydro-3H-pteridin-6-yl)propane-1,2-dione","1-(2-amino-4-oxo-4a,5,6,7,8,8a-hexahydro-3H-pteridin-6-yl)propane-1,2-dione","C9H13N5O3",239.23,-3.0,4,6
167,"C1CN=C2C(=N1)C=NC=N2","6,7-dihydropteridine","6,7-Dihydropteridine","C6H6N4",134.14,-0.9,0,2
168,"C(C1C(C(C(C(O1)O)O)O)OC2C(C(C(C(O2)COP(=O)(O)O)O)O)O)O","[3,4,5-trihydroxy-6-[4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxan-2-yl]methyl dihydrogen phosphate","Hex6P(?1-4)Hex","C12H23O14P",422.28,-6.4,9,14
169,"CCCCCC=CCC(C=CC=CC=CC(CCCC(=O)O)O)O","5,12-dihydroxyicosa-6,8,10,14-tetraenoic acid","5,12-Dihydroxyicosa-6,8,10,14-tetraenoic acid","C20H32O4",336.5,4.1,3,4
170,"C1C(=NC2=C(N1)NC(=NC2=O)N)CNC3=CC=C(C=C3)C(=O)O","4-[(2-amino-4-oxo-7,8-dihydro-1H-pteridin-6-yl)methylamino]benzoic acid","","C14H14N6O3",314.30,-0.1,5,6
171,"C1=C(C2=C(N1)NC(=NC2=O)N)CN","2-amino-5-(aminomethyl)-1,7-dihydropyrrolo[2,3-d]pyrimidin-4-one","","C7H9N5O",179.18,-1.9,4,2
172,"CC(C)CCCC(C)C1CCC2C1(CCC3C2=CC=C4C3(CCC(C4)O)C)C","10,13-dimethyl-17-(6-methylheptan-2-yl)-2,3,4,9,11,12,14,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-ol","Cholesta-5,7-dien-3beta-ol","C27H44O",384.6,8.0,1,1
173,"CC(C(=O)CCCCCC(=O)O)N","8-amino-7-oxononanoic acid","8-Amino-7-oxononanoic acid","C9H17NO3",187.24,-2.2,2,4
174,"C(CO)O","ethane-1,2-diol","1,2-Ethanediol","C2H6O2",62.07,-1.400,2,2
175,"CC(=O)[O-]","acetate","Acetate","C2H3O2-",59.04,0.4,0,2
176,"CC(=O)O","acetic acid","Acetic acid","C2H4O2",60.05,-0.2,1,2
177,"CC=O","acetaldehyde","Acetaldehyde","C2H4O",44.05,-0.3,0,1
178,"CC(=O)N","acetamide","Acetamide","C2H5NO",59.07,-0.9,1,1
179,"CC(C(=O)C)O","3-hydroxybutan-2-one","Acetoin","C4H8O2",88.11,-0.300,1,2
180,"CC(=O)C","propan-2-one","Acetone","C3H6O",58.08,-0.1,0,1
181,"CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O","S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] ethanethioate","Phenolphthaleindibutyrate","C23H38N7O17P3S",809.6,-5.600,9,22
182,"CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)OC1C(C(C(C(O1)CO)O)O)NC(=O)C)C)C)C)C)C)C)C)C)C)C)C","[3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl] [hydroxy(3,7,11,15,19,23,27,31,35,39,43-undecamethyltetratetraconta-2,6,10,14,18,22,26,30,34,38,42-undecaenoxy)phosphoryl] hydrogen phosphate","[3-Acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl] [hydroxy(3,7,11,15,19,23,27,31,35,39,43-undecamethyltetratetraconta-2,6,10,14,18,22,26,30,34,38,42-undecaenoxy)phosphoryl] hydrogen phosphate","C63H105NO12P2",1130.5,15.8,6,12
183,"CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)OC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)O)NC(=O)C)O)NC(=O)C)C)C)C)C)C)C)C)C)C)C)C","[3-acetamido-5-[3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4-hydroxy-6-(hydroxymethyl)oxan-2-yl] [hydroxy(3,7,11,15,19,23,27,31,35,39,43-undecamethyltetratetraconta-2,6,10,14,18,22,26,30,34,38,42-undecaenoxy)phosphoryl] hydrogen phosphate","[3-Acetamido-5-[3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4-hydroxy-6-(hydroxymethyl)oxan-2-yl] [hydroxy(3,7,11,15,19,23,27,31,35,39,43-undecamethyltetratetraconta-2,6,10,14,18,22,26,30,34,38,42-undecaenoxy)phosphoryl] hydrogen phosphate","C71H118N2O17P2",1333.6,13.7,9,17
184,"CC(=O)NC1C(C(C(OC1NC(=O)CC(C(=O)O)N)CO)O)O","4-[[3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]amino]-2-amino-4-oxobutanoic acid","AADG;Aspartylglucosamine;N-gamma-(2-Acetamido-2-deoxy-beta-D-gluco-pyranosyl)-L-asparagine","C12H21N3O8",335.31,-5.7,7,9
185,"CC(=O)NC(CCC(=O)O)C(=O)O","2-acetamidopentanedioic acid","N-Acetyl-DL-glutamic acid","C7H11NO5",189.17,-1.800,3,5
186,"CC(=O)OP(=O)(O)O","phosphono acetate","Acetylphosphate","C2H5O5P",140.03,-1.500,2,5
187,"CC(=O)OCC[N+](C)(C)C","2-acetyloxyethyl(trimethyl)azanium","Acetylcholine","C7H16NO2+",146.21,0.2,0,2
188,"CC(=O)OC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)O)O)O)O","[3,4-dihydroxy-6-(hydroxymethyl)-5-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl] acetate","Hex(?1-4)Hex-O-Ac","C14H24O12",384.33,-4.2,7,12
189,"CC(=O)OCC(C(=O)O)N","3-acetyloxy-2-aminopropanoic acid","3-(Acetyloxy)-2-aminopropanoic acid","C5H9NO4",147.13,-3.5,2,5
190,"C1=NC2=NC=NC(=C2N1)N","7H-purin-6-amine","Adenine","C5H5N5",135.13,-0.100,2,4
191,"C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N","2-(6-aminopurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol","2-(6-Aminopurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol","C10H13N5O4",267.24,-1.100,4,8
192,"C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N","[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] (3,4,5-trihydroxyoxolan-2-yl)methyl hydrogen phosphate","Adpribose","C15H23N5O14P2",559.32,-6.100,8,18
193,"C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CSCCC(C(=O)O)N)O)O)N","2-amino-4-[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methylsulfanyl]butanoic acid","(2S)-2-amino-4-[[(2S,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methylsulfanyl]butanoic acid","C14H20N6O5S",384.41,-3.500,5,11
194,"C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N","[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl] hydrogen phosphate","Bis(5'-adenylyl) diphosphate","C20H28N10O19P4",836.4,-8.300,10,27
195,"C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)NC(CC(=O)O)C(=O)O","2-[[9-[3,4-dihydroxy-5-(phosphonooxymethyl)oxolan-2-yl]purin-6-yl]amino]butanedioic acid","Adenylosuccinate;Aspartyl adenylate","C14H18N5O11P",463.29,-3.200,7,15
196,"C(CCC(=O)O)CC(=O)O","hexanedioic acid","Adipic acid","C6H10O4",146.14,0.100,2,4
197,"C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N","[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate","Adenosine diphosphate;ADP","C10H15N5O10P2",427.20,-4.600,6,14
198,"C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OC4C(C(C(C(O4)CO)O)O)O)O)O)N","[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] hydrogen phosphate","[[5-(6-Aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] hydrogen phosphate","C16H25N5O15P2",589.3,-6.200,9,19
199,"C(CCN=C(N)N)CN","2-(4-aminobutyl)guanidine","Agmatine","C5H14N4",130.19,-1.5,3,2
200,"C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)N)C(=O)N","[5-(5-amino-4-carbamoylimidazol-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate","1H-imidazole-4-carboxamide, 5-amino-1-(5-O-phosphono-beta-D-ribofuranosyl)-","C9H15N4O8P",338.21,-3.8,6,10
201,"CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C)C)C)C)C","3,7,11,15,19,23,27-heptamethyloctacosa-2,6,10,14,18,22,26-heptaenyl phosphono hydrogen phosphate","3,7,11,15,19,23,27-Heptamethyloctacosa-2,6,10,14,18,22,26-heptaenyl phosphono hydrogen phosphate","C35H60O7P2",654.8,10.0,3,7
202,"CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C)C)C)C","3,7,11,15,19,23-hexamethyltetracosa-2,6,10,14,18,22-hexaenyl phosphono hydrogen phosphate","3,7,11,15,19,23-Hexamethyltetracosa-2,6,10,14,18,22-hexaenyl phosphono hydrogen phosphate","C30H52O7P2",586.7,8.1,3,7
203,"C(C(=O)O)(NC(=O)N)NC(=O)N","2,2-bis(carbamoylamino)acetic acid","Allantoic acid","C4H8N4O4",176.13,-2.6,5,4
204,"C1(C(=O)NC(=O)N1)NC(=O)N","(2,5-dioxoimidazolidin-4-yl)urea","Allantoin","C4H6N4O3",158.12,-2.2,4,3
205,"CC(C(C(=O)O)N)O","2-amino-3-hydroxybutanoic acid","DL-Threonine","C4H9NO3",119.12,-2.900,3,4
206,"C(C1C(C(C(C(O1)O)O)O)O)O","6-(hydroxymethyl)oxane-2,3,4,5-tetrol","Hexose","C6H12O6",180.16,-2.6,5,6
207,"C(CC=O)CC(C(=O)O)N","2-amino-6-oxohexanoic acid","Allysine","C6H11NO3",145.16,-3.200,2,4
208,"C(C1C(C(C(C(O1)O)O)O)O)OP(=O)(O)O","(3,4,5,6-tetrahydroxyoxan-2-yl)methyl dihydrogen phosphate","6-o-Phosphonohexopyranose","C6H13O9P",260.14,-4.2,6,9
