"Source Name","Live Substance Count","On-Hold Substance Count","Source Category","Source URL","DSN","Organization","Contact Full Name","Address","City","State","Postcode","Country","Last Update"
"Nyati Lab, University of Michigan Medical School",1,"","Research and Development","https://medicine.umich.edu/dept/radonc/research/CanBio/index.html",4436,"University of Michigan Medical School","Shyam Nyati","109 Zina Pitcher Place","Ann Arbor","MI",48109,"United States","2014/09/05"
"Oakwood Products",130302,"","Chemical Vendors","https://www.oakwoodchemical.com/default.aspx",731,"Oakwood Products, Inc.","Jeanne Stewart","1741 Old Dunbar Rd.","West Columbia","SC",29172,"United States","2022/02/02"
"OChem",30709,"","Chemical Vendors","https://www.ocheminc.com/",15762,"OChem Inc","Wayne Liu","2201 West Campbell Drive, Suite 314","Chicago","IL",60616,"United States","2017/09/15"
"OlainFarm JSC",31,"","Chemical Vendors","https://lv.olainfarm.com/en/",20869,"JSC OlainFarm","Didzis Skards","5 Rupnicu Street","Olaine","","LV-2114","Latvia","2021/09/16"
"Omicron Biochemicals, Inc.",319,"","Chemical Vendors","https://www.omicronbio.com/",15277,"Omicron Biochemicals, Inc.","Nancy Myers","115 S. Hill Street","South Bend","IN",46617,"United States","2019/04/10"
"Organofuel Sweden",1,"","Chemical Vendors","https://www.organofuelsweden.com/",20985,"Organofuel Sweden","Italo Sanhueza","Storgatan 73F","Sundsvall","",85230,"Sweden","2018/03/09"
"ORST SMALL MOLECULE SCREENING CENTER",1998,"","Legacy Depositors, Research and Development","http://emt.oregonstate.edu/","ORST SMALL MOLECULE SCREENING CENTER","Oregon State University","Robert Tanguay","EMT (423 Weniger Hall)","Corvallis","OR",97331,"United States","2007/09/06"
"Ossila",1,"","Chemical Vendors","https://www.ossila.com",15721,"Ossila Limited","Maxwell Reinhardt","Solpro Business Park","Sheffield","","S4 7SF","United Kingdom","2017/08/29"
"OtavaChemicals",35291,"","Chemical Vendors","https://otavachemicals.com/",24723,"Otava Chemicals MB","Nadia Kachalut","Meistru g. 9","Vilniaus","",02189,"Lithuania","2021/07/09"
"OXCHEM CORPORATION",122105,"","Chemical Vendors, Legacy Depositors","http://www.ox-chem.com",11901,"OXCHEM CORPORATION","Janet Huan","1408 E. Arrow Highway","Irwindale","California",91706,"United States","2017/12/12"
"P. Ravikumar, M. Jeyam and G. Shalini, Dept.of Bioinformatics, Bharathiar University",2,"","Legacy Depositors, Research and Development","http://www.b-u.ac.in/",779,"Bharathiar University","Ravikumar Palanisamy","Coimbatore","Coimbatore","Tamil Nadu",641046,"India","2011/10/15"
"P3 BioSystems",120,"","Chemical Vendors, Legacy Depositors","https://www.p3bio.com/",944,"P3 BioSystems","Zac Tank","18 Village Plaza","Shelbyville","KY",40065,"United States","2012/07/17"
"Paczesny and Yang Labs, IUPUI and University of Michigan",77700,"","NIH Initiatives","https://medicine.iu.edu/research-centers/pediatrics",20881,"U of Michigan","Chao-Yie Yang","B520-1230A, NCRC, 1600 Huron Parkway","Ann Arbor","MI",48109,"United States","2017/12/13"
"Pan Lab, Icahn School of Medicine at Mount Sinai",144067,"","Research and Development","https://icahn.mssm.edu/profiles/zhen-qiang-pan",23798,"Icahn School of Medicine at Mount Sinai, Department of Oncological Sciences","Kenneth Wu","One Gustave L. Levy Place, Box 1130, Icahn 15-52","New York","New York",10029,"United States","2020/02/19"
"PANACHE",203,"","Governmental Organizations","https://panache.ninds.nih.gov/","PANACHE","NINDS","Dhananjaya Kempegowda","6001 Executive Blvd","Rockville","MD",20852,"United States","2021/06/22"
"Paragos",2395,"","Chemical Vendors, Legacy Depositors","https://www.paragos.com/",17788,"Paragos e.K.","Ewald Janssen","Am Ossenbrink 34","Herdecke","",58313,"Germany","2018/02/23"
"Parchem",24530,"","Chemical Vendors","https://www.parchem.com",15224,"Parchem","Michael Wolf","415 Huguenot Street","New Rochelle","New York",10801,"United States","2018/07/27"
"Parkway Scientific",2056,"","Chemical Vendors","https://parkwayscientific.com/instockproduct.html",20983,"Parkway scientific","Kathy Whitmore","109 Lafayette Street, Suite 304","New York","New York",10013,"United States","2018/05/27"
"PATENTSCOPE (WIPO)",18253407,"","Governmental Organizations","https://www.wipo.int/patentscope/en/",23607,"World Intellectual Property Organisation","Christophe Mazenc","34 chemin des Colombettes","Geneva","",1211,"Switzerland","2022/02/06"
"Paul Baures",6,"","Legacy Depositors, Research and Development","http://www.imidazole.utulsa.edu","Paul Baures","The University of Tulsa","Paul Baures","800 South Tucker Drive","Tulsa","OK",74104,"United States","2008/08/05"
"PCMD",116,"","Legacy Depositors, NIH Initiatives","https://www.seas.upenn.edu/~pcmd/","PCMD","Penn Center for Molecular Discovery","Andrew Napper","Vagelos Research Labs, 3340 Smith Walk","Philadelphia","PA",19104,"United States","2008/10/17"
"PDSP",2871,"","Legacy Depositors, Research and Development","https://pdsp.unc.edu/pdspweb/","PDSP","Pharmacology School of Medicine UNC Chapel Hill","Estela Lopez","99 Manning Drive 8032 Burnett-Womack Bldg","Chapel Hill","NC",27599,"United States","2006/04/19"
"PENN-ABS",85,"","Legacy Depositors, Research and Development","https://web.sas.upenn.edu/smithgroup/","PENN-ABS","University of Pennslyvania","Amos B. Smith","Department of Chemistry Philadelphia,","Philadelphia","PA",19104-6323,"United States","2009/06/26"
"PennChem-GAM",84,"","Legacy Depositors, Research and Development","http://molandergroup.chem.upenn.edu/","PennChem-GAM","University of Pennsylvania","Gary Molander","231 S. 34 Street","Philadelphia","PA",19104,"United States","2009/12/02"
"PeptART",255,"","Chemical Vendors","http://www.peptart.com",24076,"PeptART Bioscience GmbH","Barbara Jakobi","Weidenmattweg 4","Laufelfingen","BL",4448,"Switzerland","2021/11/17"
"PERA Research Program",1,"","Research and Development","https://lnv293.wixsite.com/pera",24340,"Proyectos Educativos Regionales de Autoayuda","Lucia Nitsch","Avenida Simeon Canas 8-25a zona 2","Guatemala","Guatemala",01002,"Guatemala","2020/09/17"
"Peterson Lab, Genentech",158,"","Legacy Depositors, Research and Development","http://www.gene.com/scientists/our-scientists/andrew-peterson",807,"Genentech","Ben Chih","1 DNA Ave. MS 37","South San Francisco","CA",94080,"United States","2011/11/10"
"Petrascheck Lab, The Scripps Reserach Institute, Department of  Molecular Medicine",195,"","Research and Development","https://www.scripps.edu/petrascheck/",23239,"TSRI","Michael Petrascheck","10550 N. Torrey Pines Rd","La Jolla","CA",92037,"United States","2018/11/06"
"Petukhov Lab, University of Illinois at Chicago, Department of Medicinal Chemistry",1,"","Research and Development","https://pharmacy.uic.edu/departments-and-centers/pharmaceutical-sciences/",15610,"University of Illinois at Chicago","Thomas Hanigan","833 S. Wood Street","Chicago","Illinois",60612,"United States","2017/11/08"
"Pharmacogenomics_MK Lab",5,"","Research and Development","http://mkarthikeyan.bioinfoau.org/",10611,"Alagappa University","Karthikeyan Muthusamy","Science Campus","Karaikudi","Tamil Nadu",630004,"India","2015/03/19"
"Pharmacoinformatics Research Group Wien",12,"","Research and Development","https://pharminfo.univie.ac.at/",23415,"University Vienna/Pharmacoinformatics Research Group","Gerhard Ecker","Althanstrasse 14","Vienna","Vienna",1090,"Austria","2019/03/06"
"Phion Ltd",5724,"","Chemical Vendors","http://www.phionchemicals.com",12093,"Phion Ltd","Luke Burrage","Sherwood House, Blackhill Rd, Holton Heath","Poole","Dorset","BH16 6LS","United Kingdom","2016/06/28"
"Pi Chemicals",34916,"","Chemical Vendors","http://www.pipharm.com",15436,"Pi Chemicals","Shine Dai","633 Eshan Road, Pudong New Area","Shanghai","Shanghai",200127,"China","2021/12/07"
"Pistoia Alliance DataFAIRy Bioassay Pilot",8,"","Curation Efforts","https://www.pistoiaalliance.org/projects/current-projects/datafairy-project/",24682,"Pistoia Alliance","Vladimir Makarov","401 Edgewater Place, Suite 600","Wakefield","MA",01880,"United States","2021/05/14"
"PoLyInfo",459,"","Governmental Organizations","https://polymer.nims.go.jp/en/",24696,"National Institute for Materials Science","Yasumasa Suda","1-1,Namiki","Tsukuba","Ibaraki",305-0044,"Japan","2021/12/21"
"Polyorganix",1,"","Chemical Vendors","http://www.polyorganix.com/",12067,"Polyorganix","S. S. Newaz","8229 Almeda Road","Houston","Texas",77054,"United States","2016/08/16"
"Pomerantz Lab, Temple University Lewis Katz School of Medicine",20158,"","Research and Development","https://medicine.temple.edu/richard-pomerantz",23892,"Temple University Lewis Katz School of Medicine","Richard Pomerantz","3307 North Broad St room 333","Philadelphia","PA",19140,"United States","2020/01/14"
"PorphyChem",112,"","Chemical Vendors","https://www.porphychem.com/",22181,"PorphyChem SAS","Benoit Habermeyer","9 Avenue Alain Savary","Dijon","Burgundy",21000,"France","2018/08/30"
"Porsechemical",157,"","Chemical Vendors, Legacy Depositors","http://www.porsefinechemical.com","PFC","porsefinechemical Co.,LTD","Paulin Shen","F519 3 Juquan Rd","Guangdong","Guangdong",518000,"China","2012/04/27"
"Poulsen Lab, Department of Chemistry, Aarhus University",1,"","Research and Development","http://www.thomasbpoulsen.com/index.html",22091,"Department of Chemistry, Aarhus University","Thomas Poulsen","Langelandsgade 140","Aarhus C","",8000,"Denmark","2018/06/11"
"priyadharshini, sabarathinam, angayarkanni, murugesh, palaniswamy",1,"","Legacy Depositors, Research and Development","http://www.b-u.ac.in/",753,"Bharathiar University","Sabarathinam Shanmugam","Marudhamalai Road","Coimbatore","Tamilnadu",641046,"India","2011/06/30"
"Prof. Malboobi, Plant Biotechnology Lab, National Institute of Genetic Engineering and Biotechnology",74,"","Legacy Depositors, Research and Development","http://en.nigeb.ac.ir/web/guest/79",23623,"National Institute of Genetic Engineering and Biotechnology","Javad Zamani","Blv.Pajouhesh","Tehran","Tehran",123456789,"Iran","2019/07/09"
"Prof. Mathan Ramesh, Toxicology Lab, Bharathiar University",1,"","Research and Development","https://b-u.ac.in/users/mramesh",24446,"Bharathiar University","Mathan Ramesh","Marudhamalai Road","Coimbatore","Tamilnadu",641046,"India","2020/12/30"
"Protein Data Bank in Europe (PDBe)",34948,"","Governmental Organizations","https://www.ebi.ac.uk/pdbe/",12011,"Protein Data Bank in Europe, European Bioinformatics Institute","Sameer Velankar","Welcome Genome Campus","Hinxton, Cambridge","Cambridgeshire","CB10 1SD","United Kingdom","2022/02/02"
"ProteoChem",1,"","Chemical Vendors","http://www.proteochem.com",11853,"ProteoChem","Ryan McAllister","7300 Edward Dr.","Loves Park","IL",61111,"United States","2015/10/12"
"Prous Science Drugs of the Future",5656,"","Journal Publishers, Legacy Depositors","https://journals.prous.com/journals/servlet/xmlxsl/pk_journals.xml_journal_home_pr?p_JournalId=2","Prous Science Drugs of the Future","Prous Science","Clarivate Staff","1500 Spring Garden","Philadelphia","PA",19130,"United States","2012/07/05"
"Pugazhvendan Lab, Annamalai University",1,"","Legacy Depositors, Research and Development","",4388,"Annamalai University","Sampath Renuga Pugazhvendan","Annamalai Nagar","Chidambaram","Tamil Nadu","608 002","India","2014/06/26"
"Pure chemistry",6452,"","Chemical Vendors","http://www.chemreagents.com/",11817,"Pure Chemistry Scientific Inc.","Juliet Yip","14905 SW Freeway Street #232","Sugarland","Texas",77478,"United States","2021/10/11"
"PurePEG",812,"","Chemical Vendors","https://www.purepeg.com/",12034,"PurePEG, LLC","Tina Zheng Escarlin Reyes","7588 Trade Street","San Diego","CA",92121,"United States","2021/11/18"
"QIAGEN",404190,"","siRNA Reagent Vendors","https://www.qiagen.com/us/",1199,"QIAGEN","Sandeep Namburi","6951 Executive Way","Frederick","MD",21703,"United States","2014/11/25"
"Quadriga BioSciences, Inc.",1,"","Research and Development","https://www.quadrigabiosciences.com/",24732,"Quadriga BioSciences, Inc.","Bernd Jandeleit","339 South San Antonio Road, Ste 2A","Los Altos","CA",94022,"United States","2021/05/18"
"R&D Chemicals",8352,"","Chemical Vendors, Legacy Depositors","http://www.rdchemicals.com","R&D Chemicals","R&D Chemicals","Alex Trofimov","20/2 Geroyev Panfilovtsev Street","Moscow","Moscow Region",125480,"Russia","2007/11/16"
"R.Sathishkumar,Phytomatics Laboratory, Department of Bioinformatics, Bharathiar University",1,"","Legacy Depositors, Research and Development","http://www.b-u.ac.in/",750,"Bharathiar University","Sathishkumar Ramasamy","Phytomatics lab,Department of Bioinformatics","coimbatore","Tamilnadu",641046,"India","2011/06/24"
"Race Chemical",26426,"","Chemical Vendors, Legacy Depositors","http://www.racechemical.com",11816,"Shanghai Race Chemical Co., Ltd","Selina Liu","No. 502, Xuefu Road, Jinshan District","Shanghai","Shanghai",201512,"China","2015/09/01"
"Ralph Tripp Lab, Department of Infectious Diseases, College of Veterinary Medicine at The University of Georgia",25683,"","Research and Development","https://vet.uga.edu/person/ralph_a-_tripp/",14182,"Department of Infectious Diseases, College of Veterinary Medicine at The University of Georgia","Ralph Tripp","111 Carlton St","Athens","GA",30605,"United States","2017/03/03"
"Raney Lab, University of Arkansas for Medical Sciences (UAMS)",21,"","Research and Development","https://medicine.uams.edu/biochemistry/faculty/primary/raney/",23292,"University of Arkansas for Medical Sciences","John Marecki","4301 W. Markham Street, Slot 516","Little Rock","AR",72205,"United States","2019/01/15"
"Rangan Lab, Department of Biotechnology, IIT Guwahati",3,"","Legacy Depositors, Research and Development","https://www.iitg.ac.in/biotech/latharangan/index.html",998,"Department of Biosciences and Bioengineering, IIT Guwahati","Lath Rangan","Amingaon, North Guwahati","Guwahati","Assam",781039,"India","2013/08/12"
"Raushel Lab, Department of Chemistry, Texas A&M University",23,"","Research and Development","https://www.chem.tamu.edu/rgroup/raushel/",15599,"Texas A&M University","Zane Taylor","301 Old Main Dr.","College Station","TX",77840,"United States","2020/06/06"
"Reddy N Reddy Pharmaceuticals",1,"","Chemical Vendors, Legacy Depositors","http://www.reddynreddypharma.com",763,"Reddy N Reddy Pharmaceuticals","Ravi Kumar","IDA Jeedimetla","Hyderabad","AP",500037,"India","2011/07/27"
"Regis Technologies",35,"","Chemical Vendors","https://www.registech.com/",20912,"Regis Technologies","Kristine Biederer","8210 Austin Ave","Morton Grove","IL",60053,"United States","2018/01/16"
"Retaj Chemicals",1,"","Chemical Vendors","http://www.retaj-chemicals.com/",17770,"Retaj Edile Group","Aly Samy","37 Abbas Al Aqqad st.","Nasr City","Cairo","","Egypt","2017/09/21"
"Rieke Metals, LLC",43716,"","Chemical Vendors","https://www.riekemetals.com/",14166,"Rieke Metals, LLC","Brad Stratton","1001 Kingbird Road","Lincoln","NE",68521,"United States","2021/12/17"
"RIKEN Natural Products Depository (RIKEN NPDepo)",1,"","Governmental Organizations","https://www.riken.jp/en/research/labs/csrs/tech_plat/chem_resour_dev/index.html",24038,"RIKEN, The Institute of Physical and Chemical Research","Hiroyuki Hirano","2-1 Hirosawa","Wako-shi","SAIATAMA",351-0198,"Japan","2020/04/01"
"Rosewachem",2873,"","Chemical Vendors, Legacy Depositors","http://www.rosewachem.com/",1153,"Rosewachem Co., Ltd","vincent song","8-12 Sheraton Global Financical Center B, Nanan District","chongqing","chongqing",040000,"China","2013/09/17"
"RSChem, LLC",8261,"","Chemical Vendors, Legacy Depositors","http://www.rschem.net/",930,"RSChem, LLC","RSChem LLC","P.O. Box 23378","Rochester","NY",14692,"United States","2012/06/20"
"Ruthenotope",1,"","Chemical Vendors","https://www.ruthenotope.com/",24900,"Ruthenotope doo (ltd)","Alexey Smarun","Takovska 7","Belgrade","Belgrade",11000,"Serbia","2021/08/24"
"s-abscisicacid.com",1,"","Chemical Vendors, Legacy Depositors","http://www.s-abscisicacid.com",10732,"Sichuan Keruisen Bioengineering Co. Ltd.","Xu Guanghua","No.27 Yupin Street, Dongpo District","Meishan","Sichuan",620010,"China","2015/06/29"
"S.GURUDEEBAN,T.RAMANATHAN & K.SATYAVANI, Marine Medicinal Plant Biotechnology Laboratory, Faculty of Marine Sciences, Annamalai University",15,"","Legacy Depositors, Research and Development","http://annamalaiuniversity.ac.in/factprofile_59.php?factcode=59",791,"Annamalai University","Gurudeeban S","Parangipettai","Cuddalore","Tamil Nadu",608502,"India","2012/05/23"
"Salvino Lab, The Wistar Institute",5,"","Research and Development","https://wistar.org/",23455,"The Wistar Institute","Joseph Salvino","3601 Spruce Street","Philadelphia","PA",19104-4265,"United States","2019/03/22"
"Santagata Laboratory - Brigham and Women's Hospital and Harvard Medical School",392,"","Research and Development","https://santagata.bwh.harvard.edu/",23814,"Santagata Laboratory, Pathology Department, Brigham and Women's Hospital and Harvard Medical School","Giorgio Gaglia","60 Fenwood Road, BTM Hale Building, Room 8006","Boston","MA",02115,"United States","2019/12/03"
"Santai Labs",6365,"","Chemical Vendors","http://www.santailabs.com",855,"Santai Labs,Inc","Chris Yao","78 qingyang Road","Changzhou","Jiangsu",213125,"China","2018/09/05"
"Santiago lab",14,"","Chemical Vendors","http://www.santiago-lab.com",25094,"Santiago lab","Krystof Sigut","Minicka189","Kralupy nad Vltavou","",70800,"Czech Republic","2022/02/02"
"Sarchem Laboratories, Inc.",207,"","Chemical Vendors","https://sarchemlabs.com/",10626,"Sarchem Labs, Inc","Arun Kumar","5012 Industrial Road","Farmingdale","New Jersey",07727,"United States","2021/06/30"
"Sarex Overseas Div of Saraf chemicals Pvt.Ltd.",28,"","Chemical Vendors","https://www.sarex.com/",24294,"Sarex Overseas","Mr. Ashok Saraf","501, Warerford, 'C' Wing, C.D.Barfiwala Marg, Andheri(W)","Mumbai","Maharashtra",400058,"India","2020/09/28"
"SASTRA University, Quorum sensing and Peptidomimetics Laboratory",216,"","Legacy Depositors, Research and Development","https://www.sastra.edu/staffprofiles/schools/scbt.php?staff_id=C592",716,"Quorum Sensing Laboratory, Centre for Research in Infectious Diseases (CRID)","Adline Princy S","Thirumalaisamudram","Thanjavur","Tamil Nadu","613 402","India","2011/05/23"
"Sattelle Laboratory, UCL Respiratory, Division of Medicine, University College London",451,"","Research and Development","https://iris.ucl.ac.uk/iris/browse/profile?upi=DBSAT61",15286,"UCL Respiratory, Division of Medicine, University College London","David Sattelle","Gower Street","London","","WC1E 6BT","United Kingdom","2020/12/12"
"SB-PEPTIDE",55,"","Chemical Vendors","https://www.sb-peptide.com/",24647,"SB-PEPTIDE","SB PEPTIDE","6 rue des Platanes","Saint Egreve","","","France","2021/04/07"
"SCRIPDB",6105836,"","Legacy Depositors, Research and Development","http://www.cs.toronto.edu/~juris/",948,"University of Toronto","Igor Jurisica","101 College Street, 9-305","Toronto ","ON","M5G 1L7","Canada","2012/08/30"
"Sean Brady Lab, Laboratory of Genetically Encoded Small Molecules, The Rockefeller University",2,"","Research and Development","https://www.rockefeller.edu/",20957,"The Rockefeller University","Brad Hover","1230 York Avenue","New York","NY",10065,"United States","2018/02/14"
"SelectLab Chemicals GmbH",1969,"","Chemical Vendors","http://www.selectlab.de",9585,"SelectLab Chemicals GmbH","Olga Korbut","Heisenbergstrasse 11","Muenster","NRW",48149,"Germany","2015/02/24"
"Selleck Chemicals",7278,"","Chemical Vendors","https://www.selleckchem.com/","Selleck Chemicals","Selleck Chemicals","Cathy Zou","2626 South Loop West, Suite 225, Houston, TX 77054 USA","Houston","TX",77054,"United States","2021/09/28"
"SGCOxCompounds",319,"","Legacy Depositors, Research and Development","https://www.thesgc.org/","SGCOxCompounds","SGC Oxford","Brian Marsden","Botnar Research Centre, Old Road, Headington","Oxford","NA","OX3 9LA","United Kingdom","2006/10/24"
"SGCStoCompounds",17,"","Legacy Depositors, Research and Development","https://www.thesgc.org/karolinska","SGCStoCompounds","SGC Stockholm","Helena Berglund","Fogdevreten 2","Stockholm","Stockholm",17177,"Sweden","2006/05/31"
"SHANDONG OCTAGON CHEMICALS LIMITED",87,"","Chemical Vendors","https://octagonchem.com/",23881,"SHANDONG OCTAGON CHEMICALS LIMITED","Ella Wu","Rm 528, Building 2, No. 300-2, Changjiang Rd, YEDA","YanTai","ShanDong",264006,"China","2021/08/23"
"Shandong Youbang Biochemical",242,"","Chemical Vendors, Legacy Depositors","http://www.3chembio.com",11876,"Shandong Youbang Biochemical Technology Co.,Ltd","Qingqi Fang","Heze South Motorway Interchange","Heze","Shandong",274100,"China","2015/11/05"
"Shanghai FWD Chemicals Limited",99,"","Chemical Vendors, Legacy Depositors","http://www.fwdchem.com/",24637,"Shanghai FWD Chemicals Limited","Coco Yang","Room 802,Lotus Tower ,159 Tianzhou Road Xuhui District","Shanghai","Shanghai",200233,"China","2021/03/23"
"Shanghai Hanhong Scientific",610,"","Chemical Vendors","http://www.hanhonggroup.com/en/",24012,"Shanghai Hanhong Scientific Co.,Ltd.","Alex Gu","705, No.2 Building, No. 245 Jiachuan Road, Xuhui District","Shanghai","Shanghai",200237,"China","2020/05/14"
"Shanghai Institute of Organic Chemistry",11948,"","Research and Development","http://www.pdbbind-cn.org/","Shanghai Institute of Organic Chemistry","Shanghai Institute of Organic Chemistry","Renxiao Wang","Fenglin Road NO.354","Shanghai","Shanghai",200032,"China","2016/02/01"
"Shanghai Send Pharmaceutical Technology Co., Ltd",480,"","Chemical Vendors, Legacy Depositors","http://shsendpharm.com/",11916,"Shanghai Send Pharmaceutical Technology Co., Ltd","Susan Zhang","No.300 Chuantu Road Pudong District","Shanghai","Shanghai",201202,"China","2018/03/12"
"Shanghai Sinofluoro Chemicals Co., Ltd",612,"","Chemical Vendors, Legacy Depositors","http://www.sinofluoro.com","Shanghai Sinofluoro Scientific Company","Shanghai Sinofluoro Chemicals Co., Ltd.","Maggi Dong","Building 25, #1500 Xinfei Road, Songjiang District","Shanghai","WY",201612,"China","2014/07/18"
"Shanghai Tauto Biotech Co., Ltd",149,"","Chemical Vendors","http://www.tautobiotech.com/en/index.htm",24807,"Shanghai Tauto Biotech Co., Ltd","Shanghai Tauto","No.326 Aidisheng Road, Zhangjiang Hi-Tech Park","Shanghai","","","China","2021/08/06"
"Shangyu Catsyn Co., Ltd.",1187,"","Chemical Vendors","http://www.catsyn.com",1242,"Shangyu Catsyn Co., Ltd.","Mavis Zhang","Daoxu Industrial park","Shangyu","Zhejiang",312368,"China","2019/12/19"
"Shanmugaiah Lab, Department of Microbial Technology, Madurai Kamaraj University",1,"","Governmental Organizations, Legacy Depositors","http://mkuniversity.org/direct/schools/departments/biological/shanmugaiah.php",15545,"Madurai Kamaraj University","Nithya Karmegham","palaKalai Nagar","Madurai","TamilNadu","","India","2017/04/25"
"Shape Chem",1,"","Chemical Vendors, Legacy Depositors","http://www.polytech-corp.com",15587,"Qingdao Shape Chemical Co.,ltd","Nancy Yuan","No. 11 Zaoyuan Road","Qingdao","Shandong","","China","2017/05/08"
"Shapiro Lab, Department of Biochemistry, University of Illinois",2,"","Research and Development","https://mcb.illinois.edu/faculty/profile/djshapir/",15429,"University of Illinois at Urbana-Champaign","David Shapiro","600 S Matthews Ave","Urbana","Illinois",61801,"United States","2017/05/17"
"Sharma Lab, Dr. D. Y. Patil Vidyapeeth, Pune, MH, India",1,"","Research and Development","https://biotech.dpu.edu.in/cancer-and-translational-research-lab.aspx",25175,"Dr. D. Y Patil Vidyapeeth, Pune, India","Nilesh Kumar Sharma","Cancer and Transitional Research Lab, DPU","Pune","Maharashtra",411033,"India","2022/01/31"
"SharyPharm",663,"","Chemical Vendors, Legacy Depositors","http://sharypharm.lookchem.com/",11763,"Wuxi Shary PharmaTech Co., Ltd.","Sara Zhu","No. 1 Yingbin North Road","Wuxi","Jiangsu",214100,"China","2015/08/19"
"Shenzhen Nexconn Pharmatechs. Ltd",101,"","Chemical Vendors, Legacy Depositors","http://www.nexconn.com",4406,"Shenzhen Nexconn Pharmatechs. Ltd","Rany Ouyang","Rm.1249-1251, Jiaxiye Plaza, No.328 Minzhi Ave.,Longhua New Dist.","Shenzhen","Guangdong",518131,"China","2014/09/10"
"Shiguo Chen Lab, Nanjing Agricultural University",2,"","Research and Development","http://lfc.njau.edu.cn/web/sky/teacontent.aspx?leibie=d1&tid=50",24548,"Nanjing Agricultural University","He Wang","Weed Research Laboratory, Nanjing Agricultural University","Nanjing","Jiangsu",210095,"China","2021/04/09"
"Shochem Co.,Ltd",55,"","Research and Development","https://www.shochem.com/",23277,"Shochem Co.,ltd","Andy Liu","No.1043, Halei Rd, Zhangjiang Hi-tech","Shanghai","Shanghai",201203,"China","2020/12/08"
"Sichuan Hengkang Science and Technology Development Co.,Ltd.",120,"","Chemical Vendors","http://www.hengkangtech.com/index_en.html",25052,"Sichuan Hengkang Science and Technology Development Co.,Ltd.","Teresa Li","#90, Group 17, Miaole village, Shou'an street, Pujiang county","Chengdu","Sichuan",611600,"China","2022/01/05"
"Sierra Bioresearch",7,"","Chemical Vendors","https://www.sierrabioresearch.com/",23271,"Sierra Bioresearch","Don Saba","3938 E GRANT RD  #126","Tucson","AZ",85712,"United States","2021/01/10"
"Sigma-Aldrich",278986,"","Chemical Vendors","https://www.sigmaaldrich.com/","Sigma-Aldrich","Sigma-Aldrich","Rachelle Wilson","3050 Spruce St.","Saint Louis","MO",63103,"United States","2019/01/23"
"Sinfoo Biotech",62022,"","Chemical Vendors","http://sinfoobiotech.com/",23983,"Sinfoo Biotech","Anita Ye","Room 309, building 2, No.40, Jiangjun Avenue, Jianging District, Nanjing","Nanjing","Jiangsu",211100,"China","2020/06/15"
"Sinofi Ingredients",3,"","Chemical Vendors","https://sinofoodsupply.com/",22179,"Sinofi Ingredients","Ron Wang","Bldg 7, Lane 646, Fulian Road,  Baoshan District","Shanghai","Shanghai",201906,"China","2019/11/27"
"SKKU-NRT",17,"","Legacy Depositors, Research and Development","http://biomed.skku.edu/jhshin",14172,"Sungkyunkwan Univ. SOM","Joo-Ho Shin","2066 Seobu-ro, Jangan-gu","Suwon","","","South Korea","2016/06/20"
"SLI Technologies, Inc",6,"","Chemical Vendors","https://slitech-amines.com/",23199,"SLI Technologies, Inc.","Alex Fowlkes","8119 Opportunity Dr","Milton","FL",32583,"United States","2018/11/08"
"SLING Consortium",100656,"","Governmental Organizations, Legacy Depositors","https://www.epo.org/index.html",826,"European Patent Office","Dmitry Katsubo","Patentlaan 3-5","The Hague","North Holland",2288EE,"Netherlands","2011/12/03"
"Smaill Lab, Auckland Cancer Society Research Centre",3,"","Research and Development","https://unidirectory.auckland.ac.nz/profile/j-smaill",14203,"Auckland Cancer Society Research Centre, The University of Auckland","Jeff Smaill","85 Park Road","Auckland","Auckland",1142,"New Zealand","2016/08/01"
"Smartox Biotechnology venoms and peptides",25,"","Chemical Vendors","https://www.smartox-biotech.com/",1302,"Smartox Biotechnology","Aurelien Claeyssen","570 rue de la chimie","Saint Martin d'Heres","Isere",38400,"France","2017/09/07"
"SMID",7162,"","Chemical Vendors, Legacy Depositors","http://www.blueprint.org/","SMID","The Blueprint Initiative, Mount Sinai Hospital","Christopher Hogue","Suit 209, 200 Elm St.","Toronto","ON","M5T1K4","Canada","2006/11/06"
"Smolecule",529629,"","Chemical Vendors","https://www.smolecule.com/",24449,"Smolecule Inc.","Chandler Fritz","10720 Sentinel St.","San Antonio","Texas",78217,"United States","2022/01/31"
"SMT Research Ltd.",1,"","Legacy Depositors, Research and Development","",22055,"SMT Research Ltd.","Chris Todd","35 Crescent Business Park","Lisburn","","BT28 2GN","United Kingdom","2019/08/15"
"Snyder Lab, Drexel University",2,"","Legacy Depositors, Research and Development","http://www.drexel.edu/autisminstitute/about/our-team/faculty/Nate-Snyder/",7553,"Drexel University","Nathaniel Snyder","3020 Market Suite 560","Philadelphia","PA",19104,"United States","2016/07/06"
"Solanum Trichome Project",18,"","Research and Development","https://trichome.natsci.msu.edu/",15486,"Michigan State University","Arthur Jones","603 Wilson Road","East Lansing","MI",48824,"United States","2021/07/24"
"Southern Research Institute",443945,"","Research and Development","https://southernresearch.org/","Southern Research Institute","Southern Research Institute","Melinda Sosa","2000 South 9th Ave","Birmingham","AL",35205,"United States","2016/08/17"
